Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-July-2024,414.35,425.20,409.70,424.25,419.152004211448587379,543281,12489,227717320.00,204733,37.68,15.50,9.90
19-July-2024,430.00,430.00,412.80,414.15,419.410678190321826448,2027366,62231,850298949.00,1017940,50.21,17.20,-15.85
18-July-2024,441.00,441.00,429.05,430.00,432.085234621616194626,1230087,31714,531502430.00,558793,45.43,11.95,-11.00
16-July-2024,441.00,445.25,436.15,436.90,441.421937942678595198,428217,7854,189024378.00,139970,32.69,9.10,-4.10
15-July-2024,435.90,442.40,431.00,439.20,436.523659344209336133,990560,23381,432402876.00,530009,53.51,11.40,3.30
12-July-2024,441.35,442.10,432.45,434.05,437.388559158463617062,331584,6784,145031048.00,172130,51.91,9.65,-7.30
11-July-2024,438.55,444.50,436.30,440.35,440.980965307033523021,389762,7152,171877623.00,172350,44.22,8.20,1.80
10-July-2024,439.50,442.20,426.90,437.25,435.552271031979619218,419611,8763,182762524.00,160046,38.14,15.30,-2.25
9-July-2024,437.20,441.75,434.55,438.80,438.479490071095856827,917775,22465,402425514.00,554258,60.39,7.20,1.60
8-July-2024,440.50,443.90,432.00,433.50,437.221872741725682902,553520,10480,242011051.00,270673,48.90,11.90,-7.00
5-July-2024,436.50,440.20,433.95,439.80,438.086913862662165623,1475806,28212,646531296.00,1047576,70.98,6.25,3.30
4-July-2024,434.15,442.25,433.20,436.50,437.027035202688395295,727274,8211,317838400.00,287004,39.46,9.05,2.35
3-July-2024,433.00,435.45,430.85,433.80,432.222698678809533489,1254399,14699,542179721.00,961702,76.67,4.60,0.80
2-July-2024,436.00,436.95,428.15,432.65,431.932843185164400361,634366,11003,274003510.00,372575,58.73,8.80,-3.35
1-July-2024,440.60,441.65,434.45,435.15,436.466287662214332036,1016171,15764,443524384.00,740592,72.88,7.20,-5.45
28-June-2024,440.55,444.60,438.30,440.50,440.815413807423000859,486434,7851,214427605.00,229041,47.09,6.30,-0.05
27-June-2024,432.00,443.00,426.50,437.75,432.047522088344877863,940994,16007,406554126.00,619253,65.81,16.50,5.75
26-June-2024,430.65,435.75,429.00,431.70,432.524365373883569799,1166553,16084,504562596.00,916315,78.55,6.75,1.05
25-June-2024,435.70,437.90,429.90,430.70,433.006217828450473853,831480,22653,360036010.00,363301,43.69,8.00,-5.00
24-June-2024,435.35,439.50,432.15,435.70,436.562948620504086059,901235,20492,393445809.00,483438,53.64,7.35,0.35
21-June-2024,444.00,445.05,437.70,438.70,440.943049993670000466,300158,6800,132352584.00,142060,47.33,7.35,-5.30
20-June-2024,443.00,446.50,436.60,443.55,443.593009757821473097,814936,14646,361499913.00,581375,71.34,9.90,0.55
19-June-2024,451.55,452.55,441.50,442.30,444.783593434404712794,700561,12146,311598039.00,420917,60.08,11.05,-9.25
18-June-2024,450.45,453.65,448.20,451.55,451.152603507812232896,350988,7465,158349150.00,165427,47.13,5.45,1.10
14-June-2024,452.20,453.45,447.55,448.60,449.890070660974532607,1385772,24420,623445063.00,948280,68.43,5.90,-3.60
13-June-2024,456.55,457.95,449.55,452.20,453.043783552105432029,835268,9924,378412975.00,495434,59.31,8.40,-4.35
12-June-2024,451.40,453.70,448.50,449.55,450.691639770237825848,1427389,20131,643312289.00,870981,61.02,5.20,-1.85
11-June-2024,448.80,453.65,447.00,448.45,449.720606416968616081,1027214,12072,461959303.00,623237,60.67,6.65,-0.35
10-June-2024,449.50,458.45,445.15,447.90,451.938053143937200229,1139622,15650,515038548.00,470115,41.25,13.30,-1.60
7-June-2024,430.40,445.60,427.10,443.45,435.851253411028563294,990537,12305,431726793.00,535688,54.08,18.50,13.05
6-June-2024,430.65,438.50,426.05,431.50,432.674136080396490235,837549,14162,362385790.00,309653,36.97,12.45,0.85
5-June-2024,417.50,424.40,390.00,422.65,409.370374522677669821,3550012,61690,1453269742.00,1070269,30.15,34.40,5.15
4-June-2024,460.00,460.00,377.20,399.60,411.936349141620462418,3864724,79905,1592020295.00,1755281,45.42,82.80,-60.40
3-June-2024,456.55,459.95,447.35,456.50,454.930646207785327583,4031892,64297,1834231233.00,2629399,65.22,12.60,-0.05
31-May-2024,425.95,438.25,425.65,436.80,432.504809306698703837,938077,11668,405722814.00,442433,47.16,12.60,10.85
30-May-2024,433.40,433.40,422.80,425.15,428.893244328104891594,731193,12018,313603738.00,417040,57.04,10.60,-8.25
29-May-2024,435.00,439.50,432.10,432.80,434.675216930642423481,1178833,23018,512409490.00,692821,58.77,7.40,-2.20
28-May-2024,447.85,449.55,434.15,436.90,438.717013567444619985,739933,13251,324621196.00,435625,58.87,15.40,-10.95
27-May-2024,449.00,452.45,444.75,445.70,448.417897076064323085,1142980,24332,512532688.00,641616,56.14,7.70,-3.30
24-May-2024,449.50,452.90,446.15,447.35,448.957283906822750384,608904,8195,273371886.00,270674,44.45,6.75,-2.15
23-May-2024,450.50,452.25,445.60,449.00,448.838499796678031843,511504,8003,229582688.00,198910,38.89,6.65,-1.50
22-May-2024,442.00,449.75,436.45,447.60,445.818027768630359945,1478863,27004,659303786.00,891895,60.31,13.30,5.60
21-May-2024,443.00,446.35,440.20,441.70,443.362243383774529397,582923,9271,258446049.00,305432,52.40,6.15,-1.30
18-May-2024,437.40,443.40,436.40,441.25,440.469460833588275570,343215,9222,151175726.00,251284,73.21,7.00,3.85
17-May-2024,434.30,438.20,432.60,436.30,435.527962788725301811,377305,6162,164326878.00,172908,45.83,5.60,2.00
16-May-2024,434.60,436.15,426.75,433.90,431.539680118325353687,1120977,19913,483746056.00,438816,39.15,9.40,-0.70
15-May-2024,434.35,439.95,430.35,431.45,433.787179719199675888,972506,12066,421860635.00,321515,33.06,9.60,-2.90
14-May-2024,413.00,431.95,412.50,430.30,423.234311630992513166,1846575,33133,781533899.00,841405,45.57,19.45,17.30
13-May-2024,412.55,415.00,396.50,411.80,405.931004351022671118,1161566,21357,471515653.00,329951,28.41,18.50,-0.75
10-May-2024,415.00,418.25,404.05,414.75,412.326113669903259408,2575651,50202,1062008167.00,1140371,44.28,14.20,-0.25
9-May-2024,428.00,431.00,412.10,413.65,421.092376805969031805,4060424,84942,1709813593.00,1706955,42.04,18.90,-14.35
8-May-2024,435.15,441.25,430.05,435.45,437.473324702081830829,1035771,15487,453122183.00,400213,38.64,11.20,0.30
7-May-2024,449.00,449.00,432.35,436.30,438.391732531688347061,793036,17206,347660426.00,238250,30.04,16.65,-12.70
6-May-2024,459.55,459.55,442.50,446.15,449.611251059035652597,884059,14584,397482873.00,280620,31.74,17.05,-13.40
3-May-2024,462.65,464.30,448.65,454.60,458.169628058400363195,927323,15953,424871234.00,285543,30.79,15.65,-8.05
2-May-2024,450.40,459.95,449.30,457.70,456.096606566857774687,1059959,14392,483443703.00,383308,36.16,10.65,7.30
30-April-2024,451.95,455.20,448.35,449.10,452.083507870988182238,1994794,32250,901813469.00,947685,47.51,6.85,-2.85
29-April-2024,440.00,451.50,437.30,448.10,445.164667644720873543,1246693,13727,554983675.00,356515,28.60,14.20,8.10
26-April-2024,431.55,440.40,431.55,436.75,437.178963315739172258,1609246,27037,703528498.00,847640,52.67,8.85,5.20
25-April-2024,428.70,432.90,427.00,431.50,429.644815507802410336,952398,17411,409192863.00,420822,44.19,5.90,2.80
24-April-2024,431.55,432.70,427.05,428.35,430.093801627977087729,331700,5683,142662114.00,141718,42.72,5.65,-3.20
23-April-2024,431.70,432.25,427.90,429.40,430.015004466564573762,626880,8877,269567806.00,314191,50.12,4.35,-2.30
22-April-2024,433.90,435.10,426.90,427.90,429.148777325711306420,859264,10421,368752095.00,389261,45.30,8.20,-6.00
19-April-2024,425.75,431.70,419.05,428.00,426.270418763521645913,2260727,29161,963681045.00,739663,32.72,12.65,2.25
18-April-2024,434.95,442.95,427.05,429.90,437.063833435715485966,1452076,15579,634649903.00,544356,37.49,15.90,-5.05
16-April-2024,430.20,435.80,426.45,430.35,430.839833287087110894,1059546,12490,456494622.00,351556,33.18,9.35,0.15
15-April-2024,400.15,441.40,400.15,431.50,428.774708094653566661,5077759,74630,2177214633.00,2599444,51.19,41.25,31.35
12-April-2024,431.85,444.10,429.20,437.05,439.235906576418016525,1786915,16988,784877230.00,583500,32.65,14.90,5.20
10-April-2024,432.00,439.40,430.85,431.85,433.807503700270605648,1471514,16668,638353815.00,570312,38.76,8.55,-0.15
9-April-2024,417.75,436.25,416.60,429.75,424.930802278018357179,2624913,23079,1115406387.00,1054617,40.18,19.65,12.00
8-April-2024,417.80,418.85,414.95,416.30,416.725468483619510327,433473,6895,180639239.00,149404,34.47,3.90,-1.50
5-April-2024,414.15,415.35,408.10,414.50,412.378018849688669685,1024314,21932,422404578.00,539734,52.69,7.25,0.35
4-April-2024,416.00,419.90,411.00,414.15,416.078196497280828017,714188,10147,297158055.00,194544,27.24,8.90,-1.85
3-April-2024,409.55,415.30,407.25,412.15,412.284883488626988896,1276399,20812,526240013.00,572769,44.87,8.05,2.60
2-April-2024,407.35,412.25,406.85,408.90,409.820599699598852527,598533,8524,245291153.00,305012,50.96,5.40,1.55
1-April-2024,399.65,408.90,398.00,406.90,404.695769772916805042,813006,10744,329020089.00,222960,27.42,10.90,7.25
28-March-2024,391.85,399.00,390.85,394.15,395.804894910116532334,797032,8836,315469167.00,226751,28.45,8.15,2.30
27-March-2024,391.95,393.95,387.65,388.35,391.072732706593045705,880003,15650,344145178.00,399379,45.38,6.30,-3.60
26-March-2024,390.70,394.00,387.75,390.10,391.622989692693094678,888981,16653,348145397.00,390549,43.93,6.25,-0.60
22-March-2024,389.90,395.50,386.65,390.70,391.848190011527627629,530031,7771,207691688.00,154584,29.16,8.85,0.80
21-March-2024,385.40,394.25,384.40,392.10,390.558305448672853288,653884,8221,255379827.00,181686,27.79,9.85,6.70
20-March-2024,385.45,388.25,371.25,379.85,379.019579082951500595,676998,10799,256595497.00,134830,19.92,17.00,-5.60
19-March-2024,392.85,392.85,381.10,383.10,385.793189841874837493,1330718,24645,513381942.00,393228,29.55,11.75,-9.75
18-March-2024,382.40,394.50,378.65,392.85,390.358591222707777624,986728,13528,385177752.00,187290,18.98,15.85,10.45
15-March-2024,384.45,387.90,372.10,380.65,378.099809630040065814,1656774,33536,626425934.00,480857,29.02,15.80,-3.80
14-March-2024,371.75,386.25,365.60,384.45,379.508737950058548201,1219508,17265,462813942.00,363582,29.81,20.65,12.70
13-March-2024,398.50,399.75,367.85,371.75,381.273949298501298195,1648827,26590,628654782.00,556987,33.78,31.90,-26.75
12-March-2024,415.00,415.00,395.00,396.00,403.472763983724525773,1141595,19550,460602490.00,392361,34.37,20.00,-19.00
11-March-2024,415.00,421.35,405.00,413.05,414.052055853024345035,2109465,32133,873428320.00,507804,24.07,16.35,-1.95
7-March-2024,396.40,433.20,396.00,424.95,419.861364025098572716,4039911,50179,1696202543.00,1103563,27.32,37.20,28.55
6-March-2024,396.45,397.55,384.75,394.80,392.025312527428435293,638024,10809,250121558.00,184832,28.97,12.80,-1.65
5-March-2024,393.00,400.00,390.20,396.05,396.013492489653750273,979582,14977,387927689.00,290158,29.62,9.80,3.05
4-March-2024,381.40,394.00,381.00,391.70,389.242119691069014462,1066646,16538,415183550.00,353730,33.16,13.00,10.30
2-March-2024,378.35,383.25,377.15,379.05,379.402554342780599726,75401,2616,28607332.00,51895,68.83,6.10,0.70
1-March-2024,377.65,379.90,374.60,377.40,376.936693187962789260,453095,7799,170788131.00,171133,37.77,5.30,-0.25
29-February-2024,366.60,374.00,363.05,371.70,368.097036064338704062,945061,23246,347874153.00,401843,42.52,10.95,5.10
28-February-2024,375.50,378.20,364.60,366.05,370.301941068555644981,1213919,34831,449516562.00,514003,42.34,13.60,-9.45
27-February-2024,379.45,379.75,374.10,375.55,376.613313275667544189,345670,6886,130183924.00,149184,43.16,5.65,-3.90
26-February-2024,379.00,381.45,377.75,378.30,379.941496910405670375,384031,8348,145909313.00,162008,42.19,3.70,-0.70
23-February-2024,378.85,381.65,377.50,378.30,379.569590952116791119,939181,19884,356484548.00,518904,55.25,4.15,-0.55
22-February-2024,377.95,379.85,369.40,378.00,375.002541239515923149,426957,8196,160109960.00,155977,36.53,10.45,0.05
21-February-2024,381.15,383.90,373.50,375.40,379.952668010084671480,1106630,24502,420467021.00,473139,42.75,10.40,-5.75
20-February-2024,381.35,382.55,376.15,378.95,379.504527171304189495,845782,21771,320978098.00,357359,42.25,6.40,-2.40
19-February-2024,385.00,385.75,379.15,380.50,382.527661571065762064,635123,12481,242952116.00,236194,37.19,6.60,-4.50
16-February-2024,383.55,383.55,375.15,376.15,378.794494928908816265,417070,8683,157983820.00,184167,44.16,8.40,-7.40
15-February-2024,376.75,382.25,374.85,378.80,378.381213248228376137,775983,13413,293617389.00,257805,33.22,7.40,2.05
14-February-2024,365.30,374.65,357.85,373.50,368.068361743186636512,819786,12421,301737290.00,245297,29.92,16.80,8.20
13-February-2024,360.05,366.55,354.65,365.00,361.555156864008245828,2949370,54179,1066359933.00,1044062,35.40,11.90,4.95
12-February-2024,380.90,386.20,359.10,361.75,371.335999139067423435,5445258,127019,2022020320.00,2316142,42.54,27.10,-19.15
9-February-2024,412.75,412.75,384.05,392.10,393.381284321093466739,4092964,86743,1610095435.00,1647260,40.25,28.70,-20.65
8-February-2024,396.90,411.00,393.20,407.55,401.874089652674241381,1024197,14578,411598237.00,329482,32.17,17.80,10.65
7-February-2024,396.65,401.70,392.00,395.10,396.387677195758095279,1436053,26687,569233713.00,541381,37.70,9.70,-1.55
6-February-2024,397.00,397.00,387.00,392.95,392.277442381228704488,537672,11114,210916597.00,236635,44.01,10.00,-4.05
5-February-2024,395.95,402.50,390.30,393.90,397.013641026554610870,1347186,20575,534851219.00,466801,34.65,12.20,-2.05
2-February-2024,392.35,394.80,387.85,389.75,391.716625402091283232,734286,11639,287632034.00,290272,39.53,6.95,-2.60
1-February-2024,393.85,396.70,385.70,388.85,392.026507853790817987,1431538,21400,561200843.00,412628,28.82,11.00,-5.00
31-January-2024,385.55,391.25,384.00,389.65,388.109404042607992361,1828671,32980,709724412.00,839293,45.90,7.25,4.10
30-January-2024,386.80,392.70,382.00,383.25,385.482507465526743458,2480401,39611,956151197.00,916800,36.96,10.70,-3.55
29-January-2024,370.45,387.15,366.80,381.90,378.969056512888680979,2159065,27187,818218826.00,943160,43.68,20.35,11.45
25-January-2024,359.45,366.55,357.70,365.05,362.520541129740553424,2200877,37595,797863121.00,1272406,57.81,8.85,5.60
24-January-2024,348.90,357.80,343.75,356.95,354.133934705065989560,2088891,35169,739747189.00,1052193,50.37,14.05,8.05
23-January-2024,366.40,366.40,341.30,346.30,352.696249046860707398,2785532,45193,982446688.00,967967,34.75,25.10,-20.10
20-January-2024,350.60,351.80,345.00,345.90,348.170695783922379884,686420,17880,238991329.00,368500,53.68,6.80,-4.70
19-January-2024,348.35,351.35,345.25,348.65,348.294087767841627568,897732,11487,312674748.00,465627,51.87,6.10,0.30
18-January-2024,348.20,350.00,335.30,345.50,342.736344037179662169,1787644,39032,612690569.00,706864,39.54,14.70,-2.70
17-January-2024,353.00,355.15,346.60,348.80,351.202451618364388576,1512144,30843,531068680.00,724361,47.90,8.55,-4.20
16-January-2024,359.35,360.65,349.10,353.60,355.598447782735927755,604168,10567,214841203.00,274324,45.41,11.55,-5.75
15-January-2024,360.10,360.10,353.35,358.70,356.765272550438545766,907887,14506,323902553.00,372557,41.04,6.75,-1.40
12-January-2024,361.95,361.95,356.60,357.65,359.086513515992295944,1253885,16128,450253193.00,552636,44.07,5.35,-4.30
11-January-2024,349.80,359.90,347.65,357.25,354.551137958874007818,3205564,41996,1136536364.00,1329741,41.48,12.25,7.45
10-January-2024,342.55,348.70,340.85,346.50,344.837588475541017538,865776,12689,298552108.00,225695,26.07,7.85,3.95
9-January-2024,342.00,344.85,338.20,340.10,341.157417239621328841,710062,9248,242242918.00,219683,30.94,6.65,-1.90
8-January-2024,345.15,345.15,337.50,338.80,339.942530833412224446,1024619,14029,348311576.00,466204,45.50,7.65,-6.35
5-January-2024,339.75,349.65,336.35,340.70,344.440048576576415165,1786046,17939,615185771.00,417615,23.38,13.30,0.95
4-January-2024,327.00,340.70,327.00,337.70,335.124359743989300203,1417597,17782,475071287.00,681053,48.04,13.70,10.70
3-January-2024,329.65,329.65,324.90,326.40,327.165739349444922886,723413,8870,236675949.00,361347,49.95,4.75,-3.25
2-January-2024,331.95,332.45,319.80,329.65,328.180210879792182558,946985,13116,310781737.00,336258,35.51,12.65,-2.30
1-January-2024,334.65,335.80,328.30,329.95,332.586096582618251256,666124,10577,221543581.00,320491,48.11,7.50,-4.70
